1|dashboard|t|t|t|2025-12-22 21:46:43.938|2025-12-22 21:47:02.548
2|clients|t|t|t|2025-12-22 21:46:43.957|2025-12-22 21:47:02.561
3|documents|t|t|t|2025-12-22 21:46:43.971|2025-12-22 21:47:02.575
4|invoices|f|t|t|2025-12-22 21:46:43.986|2025-12-22 21:47:02.58
5|cashflow|f|t|t|2025-12-22 21:46:43.994|2025-12-22 21:47:02.586
6|users|f|f|t|2025-12-22 21:46:44|2025-12-22 21:47:02.59
20|administration|f|f|t|2025-12-23 18:03:15.523|2025-12-23 18:03:15.523
